id,post_parent,image,image_gallery,post_title,post_content,post_excerpt,post_name,post_date,_sku,product_cat,product_tag,_regular_price,_sale_price,_sale_price_dates_from,_sale_price_dates_to,_featured,_tax_status,_tax_class,_weight,_height,_width,_length,_stock,_stock_status,_manage_stock,_backorders,_sold_individually,product_shipping_class,grouped_items,_product_adminlink,_purchase_note,post_status,_visibility,_upsell_ids,_crosssell_ids,_downloadable,_virtual,_download_expiry,_download_limit,_downloadable_files,_download_type,_product_url,_button_text,comment_status,menu_order,product_type,_product_permalink,_default_attributes,_custom_attributes,_variation_description,post_author
5475,5469,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's grey and brown leaf/flora 3pcs tux. [#5469 var],,,,,mens-grey-and-brown-leaf-flora-3pcs-tux-,,,31.71,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5451,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/fa794872a48f5a11c820967f560723f6.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/aa367fe34c30928bd19742b2c538264d.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/bf18b0f6770d8c136cd4c675f37645d7.jpg,Men's gold and green flora 3pcs tux.,"Color: Green and Gold

Composition : 100% Silk Satin

Detail: 2 pocket, one-button, pointed collar, vest, straight-leg trousers

Care : Dry clean only

* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.

<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,mens-gold-and-green-flora-3pcs-tux,2022/3/6 7:16,mens-gold-and-green-flora-3pcs-tux,Evening dress,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5451&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-gold-and-green-flora-3pcs-tux/,,[object Object],,perl
5460,5451,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's gold and green flora 3pcs tux. [#5451 var],,,,,mens-gold-and-green-flora-3pcs-tux-,,,31.71,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5445,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/dee4af3cd907b5f3f1d404b3350b657c.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/b8a37829ce8fb58cc356d6af6cff8790.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/5c3d5871fd0fdbad6dc7214644488f62.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9277840aec5a6b7f0a5b47cd8f497f01.jpg,Men's green 3pcs single breasted suit.,"<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,mens-green-3pcs-single-breasted-suit,2022/3/6 7:17,mens-green-3pcs-single-breasted-suit,Custom suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5445&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-green-3pcs-single-breasted-suit/,,[object Object],,perl
5453,5445,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's green 3pcs single breasted suit. [#5445 var],,,,,mens-green-3pcs-single-breasted-suit-,,,33.62,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5426,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/a544d4edbab6bfd60f98c4506caf97b8.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/6fdf210fe7df9e1783969487136572e6.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/5a8bf26ff43b01524b95ee762d3566d0.jpg,Men's bisque brown 3pcs tux,"Material composition is 100% wool 200s.

Suit fit is a Classic cut.

Dry clean only.

Made in Turkey.

<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,mens-bisque-brown-3pcs-tux,2022/3/6 7:03,mens-bisque-brown-3pcs-tux,Evening dress,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5426&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-bisque-brown-3pcs-tux/,,[object Object],,perl
5434,5426,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's bisque brown 3pcs tux [#5426 var],,,,,mens-bisque-brown-3pcs-tux-,,,31.71,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5424,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/4fd20234749bad570a4d44742182654a.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/5a3dce8e28b6595740cb8d4321e6b0eb.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/46e52bd7bf863f06855b1d646ee0ae66.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/219cd8ad9e2a6bb449fcd5778370f735.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/b10238074ebd7645a08b84595d3d1eb6.jpg,Men's light pink plaid 3pcs suit.,"Color:?Light Pink

Composition :?100% wool Super 200's

Detail: Two?buttons on the front, 2 side pockets, pointed?extra wide peak lapel,?straight-leg trousers.

Care : Dry clean only

* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.

<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,mens-light-pink-plaid-3pcs-suit,2022/3/6 7:02,mens-light-pink-plaid-3pcs-suit,Custom suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5424&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-light-pink-plaid-3pcs-suit/,,[object Object],,perl
5428,5424,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's light pink plaid 3pcs suit. [#5424 var],,,,,mens-light-pink-plaid-3pcs-suit-,,,31.39,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5409,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9b12cf831270cc15f11a476a6a9cfe56.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/e642799c4cade4a5fb2f3f910607d05a.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/803265d24e8594487c4aa0c9bc0bb799.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/692d6ab33c27b03e3480e05cb1df1fe1.jpg,Men's black and burgundy 3pcs tux.,"<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,mens-black-and-burgundy-3pcs-tux,2022/3/6 6:53,mens-black-and-burgundy-3pcs-tux,Evening dress,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5409&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-black-and-burgundy-3pcs-tux/,,[object Object],,perl
5411,5409,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's black and burgundy 3pcs tux. [#5409 var],,,,,mens-black-and-burgundy-3pcs-tux-,,,31.71,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
5407,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/6c2540b38e0d41f2c210c8880cf6c555.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/88dcb71fceb87081b0fa32203bd5f024.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/b84a358748decd5a62a52acf1d046640.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/d7ad919a1b656e35046522b29665251f.jpg|https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/f8f4a40a1274fbba03e99bb7114eb0465.jpg,Men's light blue pinstriped 3pcs wide lapel suit.,"Color: Light Blue

Composition :?100% wool Super 200's

Detail: Two?buttons on the front, 2 side pockets, pointed?extra wide peak lapel,?straight-leg trousers.

Care : Dry clean only

* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.

<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,mens-light-blue-pinstriped-3pcs-wide-lapel-suit,2022/3/6 6:43,mens-light-blue-pinstriped-3pcs-wide-lapel-suit,Custom suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=5407&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/mens-light-blue-pinstriped-3pcs-wide-lapel-suit/,,[object Object],,perl
5412,5407,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Men's light blue pinstriped 3pcs wide lapel suit. [#5407 var],,,,,mens-light-blue-pinstriped-3pcs-wide-lapel-suit-,,,31.39,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
4294,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Atlantis Collection - Navy Regular Fit Double Breasted 2 Piece Suit,"<ul>
 	<li>Regular Fit</li>
 	<li>2?Piece?includes Blazer and Pants</li>
 	<li>Solid Color</li>
 	<li>Double Breasted 3x2 Buttons</li>
 	<li>Double Pleated Pants, Un-Hemmed Pants Bottoms for Alteration Ease</li>
 	<li><a href=""https://suitsoutlets.com/pages/search-results-page?q=atlantis+collection"">More Colors Available</a></li>
</ul>
<strong>About?<a title=""Atlantis Collection"" href=""https://suitsoutlets.com/pages/search-results-page?q=atlantis+collection"">Atlantis Collection</a></strong>

There's an Atlantis in every man's heart. First?introduced by?Plato in?his work Timaeus and Critias,?for?thousands of years, the myth of Atlantis?intrigued?brave men into exploring for this myth as well as treasure. Suits Outlets Atlantis Collection is designed for all men with?a brave?heart, exploring this modern world and would never be defeated.
<table width=""100%"">
<tbody>
<tr>
<td>Fabric</td>
<td>
<div></div>
100% Polyester,?Wrinkle Resistant</td>
</tr>
<tr>
<td>
<div></div>
Care Instructions</td>
<td>
<div></div>
Dry Clean Only</td>
</tr>
<tr>
<td>
<div></div>
Package Dimensions</td>
<td>
<div></div>
20 x 16 x 2 Inches</td>
</tr>
<tr>
<td>
<div></div>
Shipping Weight</td>
<td>
<div></div>
3 Pound(s)</td>
</tr>
<tr>
<td>Place of Design</td>
<td>
<div></div>
New York City, US</td>
</tr>
<tr>
<td>Place of Manufacture</td>
<td>
<div></div>
Imported</td>
</tr>
</tbody>
</table>
<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,atlantis-collection-navy-regular-fit-double-breasted-2-piece-suit,2022/3/4 11:53,atlantis-collection-navy-regular-fit-double-breasted-2-piece-suit,Suit suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=4294&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/atlantis-collection-navy-regular-fit-double-breasted-2-piece-suit/,,[object Object],,perl
4297,4294,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Atlantis Collection - Navy Regular Fit Double Breasted 2 Piece Suit [#4294 var],,,,,atlantis-collection-navy-regular-fit-double-breasted-2-piece-suit-,,,30.37,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
4280,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Slim Fit 2 Piece Suit Narrow Lapel In Purple,"<ul>
 	<li>Slim Fit</li>
 	<li>2 Piece Suit includes Blazer and Pants</li>
 	<li>2 Button</li>
 	<li>Narrow Lapel</li>
 	<li>Side Vents</li>
 	<li>Flat Front Pants, Un-Hemmed Bottoms for Alteration Ease</li>
 	<li><a href=""https://suitsoutlets.com/pages/search-results-page?q=SO1US2R-2"">More Colors Available</a></li>
</ul>
<p class=""p1""><i>SIZE SUGGESTION</i></p>
<p class=""p1""><i>The?<strong>S</strong><strong>lim Fit</strong>?suit/tuxedo?has a narrow cut without much excess fabric, leading to a tighter?fit?than?<strong>Regular?F</strong><strong>it</strong>.? If you normally wear Regular Fit, we suggest you?choose one size (2 inches)?larger than your measured chest size. For example, if the chest size is 44"", you＊ll be ordering 46"" Chest - 40 Waist.</i></p>

<table width=""100%"">
<tbody>
<tr>
<td>Fabric</td>
<td>
<div></div>
Poly Rayon Blend, Wrinkle Resistant</td>
</tr>
<tr>
<td>
<div></div>
Care Instruction</td>
<td>
<div></div>
Dry Clean Only</td>
</tr>
<tr>
<td>
<div></div>
Package Dimension</td>
<td>
<div></div>
20 x 16 x 2 Inches</td>
</tr>
<tr>
<td>
<div></div>
Shipping Weight</td>
<td>
<div></div>
3 Pound(s)</td>
</tr>
<tr>
<td>Place of Design</td>
<td>New York City, US</td>
</tr>
<tr>
<td>Place of Manufacture</td>
<td>
<div></div>
Imported</td>
</tr>
</tbody>
</table>
<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,slim-fit-2-piece-suit-narrow-lapel-in-purple,2022/3/4 11:38,slim-fit-2-piece-suit-narrow-lapel-in-purple,Suit suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=4280&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/slim-fit-2-piece-suit-narrow-lapel-in-purple/,,[object Object],,perl
4283,4280,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Slim Fit 2 Piece Suit Narrow Lapel In Purple [#4280 var],,,,,slim-fit-2-piece-suit-narrow-lapel-in-purple-,,,30.37,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
4276,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Bacchus Collection - Regular Fit Suit 2 Button 2 Piece in Olive,"<ul>
 	<li>Regular Fit</li>
 	<li>Solid Color</li>
 	<li>2 Piece includes Blazer and Pants</li>
 	<li>2 Button</li>
 	<li>Notch Lapel</li>
 	<li>Side Vents</li>
 	<li>Single Pleated Pants, Un-Hemmed Bottoms for Alteration Ease</li>
 	<li><a href=""https://suitsoutlets.com/pages/search-results-page?q=bacchus"">More Color?Available</a></li>
</ul>
<p class=""p2"">About?<a title=""Bacchus Collection"" href=""https://suitsoutlets.com/pages/search-results-page?q=bacchus"">Bacchus Collection</a></p>
<p class=""p2"">Bacchus was the Roman god of agriculture, wine, and fertility copied from the Greek god Dionysus. This collection features classic fitting suit with various colors to choose from.</p>

<table width=""100%"">
<tbody>
<tr>
<td>?Fabric</td>
<td>
<div></div>
Poly Rayon Blend,?Wrinkle Resistant</td>
</tr>
<tr>
<td>
<div></div>
Care Instructions</td>
<td>
<div></div>
Dry Clean Only</td>
</tr>
<tr>
<td>
<div></div>
Package Dimensions</td>
<td>
<div></div>
20 x 16 x 2 Inches</td>
</tr>
<tr>
<td>
<div></div>
Shipping Weight</td>
<td>
<div></div>
3 Pound(s)</td>
</tr>
<tr>
<td>Place of Design</td>
<td>New York City, US</td>
</tr>
<tr>
<td>Place of Manufacture</td>
<td>Imported</td>
</tr>
</tbody>
</table>
<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,bacchus-collection-regular-fit-suit-2-button-2-piece-in-olive,2022/3/4 11:35,,Suit suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=4276&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/bacchus-collection-regular-fit-suit-2-button-2-piece-in-olive/,,[object Object],,perl
4279,4276,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Bacchus Collection - Regular Fit Suit 2 Button 2 Piece in Olive [#4276 var],,,,,bacchus-collection-regular-fit-suit-2-button-2-piece-in-olive-,,,30.37,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
4243,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Slim Fit Men's Suit 2 Piece 2 Button in Navy,"<ul>
 	<li>Slim Fit</li>
 	<li>2 Piece Suit includes Blazer and Pants</li>
 	<li>2 Button</li>
 	<li>Notch Lapel with Pick Stitch</li>
 	<li>Side Vents</li>
 	<li>Flat Front Pants, Un-Hemmed Bottoms for Alteration Ease</li>
 	<li>Solid Color</li>
 	<li><a href=""https://suitsoutlets.com/pages/search-results-page?q=so12c900-2"">More Colors Available</a></li>
</ul>
<p class=""p1""></p>
<p class=""p1""><i>SIZE SUGGESTION</i></p>
<p class=""p1""><i>The?<strong>S</strong><strong>lim Fit</strong>?suit/tuxedo?has a narrow cut without much excess fabric, leading to a tighter?fit?than?<strong>Regular?F</strong><strong>it</strong>.? If you normally wear Regular Fit, we suggest you?choose one size (2 inches)?larger than your measured chest size. For example, if the chest size is 44"", you＊ll be ordering 46"" Chest - 40 Waist.</i></p>
<p class=""p1""></p>

<table width=""100%"">
<tbody>
<tr>
<td>?Fabric</td>
<td>
<div></div>
Fine Poly/Rayon Blend,?Wrinkle Resistant</td>
</tr>
<tr>
<td>
<div></div>
Care Instructions</td>
<td>
<div></div>
Dry Clean Only</td>
</tr>
<tr>
<td>
<div></div>
Package Dimensions</td>
<td>
<div></div>
20 x 16 x 2 Inches</td>
</tr>
<tr>
<td>
<div></div>
Shipping Weight</td>
<td>
<div></div>
5 Pound(s)</td>
</tr>
<tr>
<td>Place of Design</td>
<td>New York City, US</td>
</tr>
<tr>
<td>Place of Manufacture</td>
<td>
<div></div>
Imported</td>
</tr>
</tbody>
</table>
<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,slim-fit-mens-suit-2-piece-2-button-in-navy,2022/3/4 11:10,slim-fit-mens-suit-2-piece-2-button-in-navy,Suit suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=4243&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/slim-fit-mens-suit-2-piece-2-button-in-navy/,,[object Object],,perl
4246,4243,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Slim Fit Men's Suit 2 Piece 2 Button in Navy [#4243 var],,,,,slim-fit-mens-suit-2-piece-2-button-in-navy-,,,30.37,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
4227,0,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Kingsman Collection - Shawl Lapel Slim Fit Tuxedo 2 Piece 1 Button Heather Gray,"<ul>
 	<li>Slim Fit Dress Tuxedo 2 Piece</li>
 	<li>1 Button</li>
 	<li>Side Vents</li>
 	<li>Narrow Shawl Collar</li>
 	<li>Flat Front Pants, Un-Hemmed Bottoms for Alteration Ease</li>
 	<li><a href=""https://suitsoutlets.com/pages/search-results-page?q=so1t-ss"">See More Colors</a></li>
</ul>
<p class=""p1""></p>
<p class=""p1""><i>SIZE SUGGESTION</i></p>
<p class=""p1""><i>The?<strong>S</strong><strong>lim Fit</strong>?suit/tuxedo?has a narrow cut without much excess fabric, leading to a tighter?fit?than?<strong>Regular?F</strong><strong>it</strong>.? If you normally wear Regular Fit, we suggest you?choose one size (2 inches)?larger than your measured chest size. For example, if the chest size is 44"", you＊ll be ordering 46"" Chest - 40 Waist.</i></p>
<p class=""p1""></p>

<table width=""100%"">
<tbody>
<tr>
<td>Fabric</td>
<td>
<div></div>
<div></div>
Fine Poly/Rayon,?Wrinkle Resistant</td>
</tr>
<tr>
<td>
<div></div>
Care Instructions</td>
<td>
<div></div>
<div></div>
No Bleach, Dry Clean Only</td>
</tr>
<tr>
<td>
<div></div>
Package Dimensions</td>
<td>
<div></div>
20 x 16 x 2 Inches</td>
</tr>
<tr>
<td>
<div></div>
Shipping Weight</td>
<td>
<div></div>
3 Pound(s)</td>
</tr>
<tr>
<td>Place of Design</td>
<td>New York City, US</td>
</tr>
<tr>
<td>Place of Manufacture</td>
<td>
<div></div>
Imported</td>
</tr>
</tbody>
</table>
<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""750"" height=""1434"" />

<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,kingsman-collection-shawl-lapel-slim-fit-tuxedo-2-piece-1-button-heather-gray,2022/3/4 10:43,,Suit suit,,,,,,no,Taxable,Standard,,,,,999,instock,yes,Do not allow,no,,,post.php?post=4227&action=edit,,publish,Catalog/search,,,no,no,-1,-1,,,,,no,0,variable,https://alberton.xyz/product/kingsman-collection-shawl-lapel-slim-fit-tuxedo-2-piece-1-button-heather-gray/,,[object Object],,perl
4230,4227,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/,,Kingsman Collection - Shawl Lapel Slim Fit Tuxedo 2 Piece 1 Button Heather Gray [#4227 var],,,,,kingsman-collection-shawl-lapel-slim-fit-tuxedo-2-piece-1-button-heather-gray-,,,30.38,,,,,Taxable,Standard,,,,,,instock,no,Do not allow,no,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,[object Object],,
