ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Veb Variation Gallery Images,Swatches Attributes,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
2775,variation,38r-portici-collection-business-suit-regular-fit-2-piece-2-button-pinstripe-in-navy-,(38R) Portici Collection - Business Suit Regular Fit 2 Piece 2 Button Pinstripe In Navy,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38.47,,,,,,,38r-portici-collection-business-suit-regular-fit-2-piece-2-button-pinstripe-in-navy,,,,,,1,,,Size,,,0,,,,
2777,variable,mont-blanc-collection-regular-fit-suit-3-button-2-piece-in-burgundy,Mont Blanc Collection - Regular Fit Suit 3 Button 2 Piece in Burgundy,1,0,visible,,"<ul>\n 	<li>Regular Fit</li>\n 	<li>2 Piece includes Blazer and Pants</li>\n 	<li>3 Button</li>\n 	<li>No Vent</li>\n 	<li>Double Pleated Pants, Un-Hemmed Bottoms for Alteration Ease</li>\n 	<li><a href=""https://suitsoutlets.com/pages/search-results-page?q=so13pp"">More Colors Available</a></li>\n</ul>\n&nbsp;\n\n<strong>About?<a title=""Mont Blanc Collection"" href=""https://suitsoutlets.com/pages/search-results-page?q=mont+blanc"" target=""_blank"" rel=""noopener noreferrer"">Mont Blanc Collection</a></strong>\n\nItalian Monte Bianco, Being the highest peak in Europe, Mont Blanc is a symbol in Europe representing the highest standard and ultimate value. Suits Outlets is proud to introduce Mont Blanc Collection with?exquisite design,?precise cut, and affordable price.\n\n&nbsp;\n<table width=""100%"">\n<tbody>\n<tr>\n<td>Fabric</td>\n<td>\n<div></div>\n100% Polyester,?Wrinkle Resistant</td>\n</tr>\n<tr>\n<td>\n<div></div>\nCare Instructions</td>\n<td>\n<div></div>\nDry Clean Only</td>\n</tr>\n<tr>\n<td>\n<div></div>\nPackage Dimensions</td>\n<td>\n<div></div>\n20 x 16 x 2 Inches</td>\n</tr>\n<tr>\n<td>\n<div></div>\nShipping Weight</td>\n<td>\n<div></div>\n3 Pound(s)</td>\n</tr>\n<tr>\n<td>Place of Design</td>\n<td>New York City, US</td>\n</tr>\n<tr>\n<td>Place of Manufacture</td>\n<td>\n<div></div>\nImported</td>\n</tr>\n</tbody>\n</table>\n<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />\n\n&nbsp;\n\n&nbsp;",,,taxable,,1,999,,0,0,,,,,0,,,,Suit suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/e5b998e5f594696aaba9a0be2e44f257.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/d159e5c867f1334ed9c2e91ae5b53f0c.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/6930.598bc4d2199f6b933cf8d57b86239c.jpg",,,,,,,,,0,,,Size,"36 Regular-30 waist, 38 Regular-32 Waist, 40 Regular-34 Waist, 42 Regular-36 Waist, 44 Regular-38 Waist, 46 Regular-40 Waist, 48 Regular-43 Waist, 30.59 Regular-45 Waist, 52 Regular-47 Waist, 54 Regular-49 Waist, 56 Regular-51 Waist, 58 Regular-54 Waist, 60 Regular-56 Waist, 62 Regular-58 Waist, 64 Regular-60 Waist, 66 Regular-62 Waist, 68 Regular-64 Waist, 70 Regular-66 Waist, 38 Long-32 Waist, 40 Long-34 Waist, 42 Long-36 Waist, 44 Long-38 Waist, 46 Long-40 Waist, 48 Long-43 Waist, 30.59 Long-45 Waist, 52 Long-47 Waist, 54 Long-49 Waist, 56 Long-51 Waist, 58 Long-54 Waist, 60 Long-56 Waist, 62 Long-58 Waist, 64 Long-60 Waist, 66 Long-62 Waist, 68 Long-64 Waist, 70 Long-66 Waist, 36 Short-30 Waist, 38 Short-32 Waist, 40 Short-34 Waist, 42 Short-36 Waist, 44 Short-38 Waist, 46 Short-40 Waist, 48 Short-43 Waist, 30.59 Short-45 Waist",1,0,,,,
2782,variation,mont-blanc-collection-regular-fit-suit-3-button-2-piece-in-burgundy-,Mont Blanc Collection - Regular Fit Suit 3 Button 2 Piece in Burgundy,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38.47,,,,,,,mont-blanc-collection-regular-fit-suit-3-button-2-piece-in-burgundy,,,,,,1,,,Size,,,0,,,,
2783,variable,monte-carlo-collection-regular-fit-2-piece-2-button-textured-weave-in-blue,Monte Carlo Collection - Regular Fit 2 Piece 2 Button Textured Weave In Blue,1,0,visible,,"<ul>\n 	<li>Regular Fit</li>\n 	<li>2 Button</li>\n 	<li>Side Vents</li>\n 	<li>Flat Front Pants, Un-Hemmed Bottoms for Alteration Ease</li>\n 	<li>Textured Weave</li>\n 	<li><a href=""https://suitsoutlets.com/pages/search-results-page?q=so12lk"">More Colors Available</a></li>\n</ul>\n&nbsp;\n\nAbout?<a href=""https://suitsoutlets.com/pages/search-results-page?q=so12lk"">Monte Carlo</a>\n\nMonte Carlo is situated on a prominent escarpment at the base of the Maritime Alps along the French Riviera. Near the quarter's western end is the world-famous Place du Casino, the gambling center which has made Monte Carlo ""an international byword for the extravagant display and reckless dispersal of wealth"".\n<table width=""100%"">\n<tbody>\n<tr>\n<td>Fabric</td>\n<td>\n<div></div>\nFine Poly/Rayon, Wrinkle Resistant</td>\n</tr>\n<tr>\n<td>\n<div></div>\nCare Instructions</td>\n<td>\n<div></div>\nDry Clean Only</td>\n</tr>\n<tr>\n<td>\n<div></div>\nPackage Dimensions</td>\n<td>\n<div></div>\n20 x 16 x 2 Inches</td>\n</tr>\n<tr>\n<td>\n<div></div>\nShipping Weight</td>\n<td>\n<div></div>\n3 Pound(s)</td>\n</tr>\n<tr>\n<td>Place of Design</td>\n<td>New York City, US</td>\n</tr>\n<tr>\n<td>Place of Manufacture</td>\n<td>\n<div></div>\nImported</td>\n</tr>\n</tbody>\n</table>\n<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Suit suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/f5f062215a030.59fa599f8ab1372ee8757.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/baf5ed8f4fcdf37e209e0812761c4bc9.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/5cb8ce1ae79ad562c36187e430.598cad7e.jpg",,,,,,,,,0,,,Size,"36 Regular-30 waist, 38 Regular-32 Waist, 40 Regular-34 Waist, 42 Regular-36 Waist, 44 Regular-38 Waist, 46 Regular-40 Waist, 48 Regular-43 Waist, 30.59 Regular-45 Waist, 52 Regular-47 Waist, 54 Regular-49 Waist, 56 Regular-51 Waist, 58 Regular-54 Waist, 60 Regular-56 Waist, 62 Regular-58 Waist, 64 Regular-60 Waist, 66 Regular-62 Waist, 68 Regular-64 Waist, 70 Regular-66 Waist, 38 Long-32 Waist, 40 Long-34 Waist, 42 Long-36 Waist, 44 Long-38 Waist, 46 Long-40 Waist, 48 Long-43 Waist, 30.59 Long-45 Waist, 52 Long-47 Waist, 54 Long-49 Waist, 56 Long-51 Waist, 58 Long-54 Waist, 60 Long-56 Waist, 62 Long-58 Waist, 64 Long-60 Waist, 66 Long-62 Waist, 68 Long-64 Waist, 70 Long-66 Waist, 36 Short-30 Waist, 38 Short-32 Waist, 40 Short-34 Waist, 42 Short-36 Waist, 44 Short-38 Waist, 46 Short-40 Waist, 48 Short-43 Waist, 30.59 Short-45 Waist",1,0,,,,
2788,variation,monte-carlo-collection-regular-fit-2-piece-2-button-textured-weave-in-blue-,Monte Carlo Collection - Regular Fit 2 Piece 2 Button Textured Weave In Blue,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38.47,,,,,,,monte-carlo-collection-regular-fit-2-piece-2-button-textured-weave-in-blue,,,,,,1,,,Size,,,0,,,,
2789,variable,ramses-collection-double-breasted-suit-2-piece-regular-fit-in-beige,Ramses Collection - Double Breasted Suit 2 Piece Regular Fit in Beige,1,0,visible,,"<ul>\n 	<li>Regular Fit</li>\n 	<li>2 Piece Suit includes Blazer and Pants</li>\n 	<li>Double-Breasted 3x2 Buttons</li>\n 	<li>Side Vents</li>\n 	<li>Pleated Pants, Un-Hemmed Bottoms for Alteration Ease</li>\n 	<li>Solid Color</li>\n 	<li><a href=""https://suitsoutlets.com/pages/search-results-page?q=ramses"">More?Colors Available</a></li>\n</ul>\n<p class=""p2"">?About?<a href=""https://suitsoutlets.com/pages/search-results-page?q=ramses"">Ramses Collection</a></p>\nTimeless, elegant, polished. That's how the double-breasted suit describes a man. Comfortable to wear to fit both work and vacation mood. This classic 2 piece dress suit is a timeless piece of the outfit - everything is built?around it.? It is paired with relaxed daytime pieces that effortlessly transition to evening.\n<table width=""100%"">\n<tbody>\n<tr>\n<td>Fabric</td>\n<td>\n<div></div>\n<div></div>\nFine Poly/Rayon,?Wrinkle Resistant</td>\n</tr>\n<tr>\n<td>\n<div></div>\nCare Instructions</td>\n<td>\n<div></div>\nDry Clean Only</td>\n</tr>\n<tr>\n<td>\n<div></div>\nPackage Dimensions</td>\n<td>\n<div></div>\n20 x 16 x 2 Inches</td>\n</tr>\n<tr>\n<td>\n<div></div>\nShipping Weight</td>\n<td>\n<div></div>\n3 Pound(s)</td>\n</tr>\n<tr>\n<td>Place of Design</td>\n<td>New York City, US</td>\n</tr>\n<tr>\n<td>Place of Manufacture</td>\n<td>\n<div></div>\nImported</td>\n</tr>\n</tbody>\n</table>\n<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Suit suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/90e5190558cbdf8cfa30f734ebffeb78.webp, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/735f2c572f0190c2e8c4fdc5f8d64a5b.webp, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9570e69a7b673d41c71ebaaa5d0f3872.jpg",,,,,,,,,0,,,Size,"36 Regular-30 waist, 38 Regular-32 Waist, 40 Regular-34 Waist, 42 Regular-36 Waist, 44 Regular-38 Waist, 46 Regular-40 Waist, 48 Regular-43 Waist, 30.59 Regular-45 Waist, 52 Regular-47 Waist, 54 Regular-49 Waist, 56 Regular-51 Waist, 58 Regular-54 Waist, 60 Regular-56 Waist, 62 Regular-58 Waist, 64 Regular-60 Waist, 66 Regular-62 Waist, 68 Regular-64 Waist, 70 Regular-66 Waist, 38 Long-32 Waist, 40 Long-34 Waist, 42 Long-36 Waist, 44 Long-38 Waist, 46 Long-40 Waist, 48 Long-43 Waist, 30.59 Long-45 Waist, 52 Long-47 Waist, 54 Long-49 Waist, 56 Long-51 Waist, 58 Long-54 Waist, 60 Long-56 Waist, 62 Long-58 Waist, 64 Long-60 Waist, 66 Long-62 Waist, 68 Long-64 Waist, 70 Long-66 Waist, 36 Short-30 Waist, 38 Short-32 Waist, 40 Short-34 Waist, 42 Short-36 Waist, 44 Short-38 Waist, 46 Short-40 Waist, 48 Short-43 Waist, 30.59 Short-45 Waist",1,0,,,,
2794,variation,ramses-collection-double-breasted-suit-2-piece-regular-fit-in-beige-,Ramses Collection - Double Breasted Suit 2 Piece Regular Fit in Beige,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38.47,,,,,,,ramses-collection-double-breasted-suit-2-piece-regular-fit-in-beige,,,,,,1,,,Size,,,0,,,,
2795,variable,,Atlantis Collection - Charcoal Regular Fit Double Breasted 2 Piece Suit,1,0,visible,,"<ul>\n 	<li>Regular Fit</li>\n 	<li>2?Piece?includes Blazer and Pants</li>\n 	<li>Solid Color</li>\n 	<li>Double Breasted 3x2 Buttons</li>\n 	<li>Double Pleated Pants, Un-Hemmed Pants Bottoms for Alteration Ease</li>\n 	<li><a href=""https://suitsoutlets.com/pages/search-results-page?q=atlantis+collection"">More Colors Available</a></li>\n</ul>\n<strong>About?<a title=""Atlantis Collection"" href=""https://suitsoutlets.com/pages/search-results-page?q=atlantis+collection"">Atlantis Collection</a></strong>\n\nThere's an Atlantis in every man's heart. First?introduced by?Plato in?his work Timaeus and Critias,?for?thousands of years, the myth of Atlantis?intrigued?brave men into exploring for this myth as well as treasure. Suits Outlets Atlantis Collection is designed for all men with?a brave?heart, exploring this modern world and would never be defeated.\n<table width=""100%"">\n<tbody>\n<tr>\n<td>Fabric</td>\n<td>\n<div></div>\n100% Polyester,?Wrinkle Resistant</td>\n</tr>\n<tr>\n<td>\n<div></div>\nCare Instructions</td>\n<td>\n<div></div>\nDry Clean Only</td>\n</tr>\n<tr>\n<td>\n<div></div>\nPackage Dimensions</td>\n<td>\n<div></div>\n20 x 16 x 2 Inches</td>\n</tr>\n<tr>\n<td>\n<div></div>\nShipping Weight</td>\n<td>\n<div></div>\n3 Pound(s)</td>\n</tr>\n<tr>\n<td>Place of Design</td>\n<td>\n<div></div>\nNew York City, US</td>\n</tr>\n<tr>\n<td>Place of Manufacture</td>\n<td>\n<div></div>\nImported</td>\n</tr>\n</tbody>\n</table>\n<p class=""p1""><img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" /></p>\n&nbsp;",,,taxable,,1,999,,0,0,,,,,0,,,,Suit suit,,,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/8e1d4809ba3e97f7a776f755f984153b.webp,,,,,,,,,0,,,Size,"36 Regular-30 waist, 38 Regular-32 Waist, 40 Regular-34 Waist, 42 Regular-36 Waist, 44 Regular-38 Waist, 46 Regular-40 Waist, 48 Regular-43 Waist, 30.59 Regular-45 Waist, 52 Regular-47 Waist, 54 Regular-49 Waist, 56 Regular-51 Waist, 58 Regular-54 Waist, 60 Regular-56 Waist, 62 Regular-58 Waist, 64 Regular-60 Waist, 66 Regular-62 Waist, 68 Regular-64 Waist, 70 Regular-66 Waist, 38 Long-32 Waist, 40 Long-34 Waist, 42 Long-36 Waist, 44 Long-38 Waist, 46 Long-40 Waist, 48 Long-43 Waist, 30.59 Long-45 Waist, 52 Long-47 Waist, 54 Long-49 Waist, 56 Long-51 Waist, 58 Long-54 Waist, 60 Long-56 Waist, 62 Long-58 Waist, 64 Long-60 Waist, 66 Long-62 Waist, 68 Long-64 Waist, 70 Long-66 Waist, 36 Short-30 Waist, 38 Short-32 Waist, 40 Short-34 Waist, 42 Short-36 Waist, 44 Short-38 Waist, 46 Short-40 Waist, 48 Short-43 Waist, 30.59 Short-45 Waist",1,0,,,,
2798,variation,atlantis-collection-charcoal-regular-fit-double-breasted-2-piece-suit-,Atlantis Collection - Charcoal Regular Fit Double Breasted 2 Piece Suit,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38.47,,,,,,,id:2795,,,,,,1,,,Size,,,0,,,,
2799,variable,ramses-collection-double-breasted-suit-2-piece-regular-fit-in-black,Ramses Collection - Double Breasted Suit 2 Piece Regular Fit in Black,1,0,visible,,"<ul>\n 	<li>Regular Fit</li>\n 	<li>2 Piece Suit includes Blazer and Pants</li>\n 	<li>Double-Breasted 3x2 Buttons</li>\n 	<li>Side Vents</li>\n 	<li>Pleated Pants, Un-Hemmed Bottoms for Alteration Ease</li>\n 	<li>Solid Color</li>\n 	<li><a href=""https://suitsoutlets.com/pages/search-results-page?q=ramses"">More?Colors Available</a></li>\n</ul>\n<p class=""p2"">?About?<a href=""https://suitsoutlets.com/pages/search-results-page?q=ramses"">Ramses Collection</a></p>\nTimeless, elegant, polished. That's how the double-breasted suit describes a man. Comfortable to wear to fit both work and vacation mood. This classic 2 piece dress suit is a timeless piece of the outfit - everything is built?around it.? It is paired with relaxed daytime pieces that effortlessly transition to evening.\n<table width=""100%"">\n<tbody>\n<tr>\n<td>Fabric</td>\n<td>\n<div></div>\n<div></div>\nFine Poly/Rayon,?Wrinkle Resistant</td>\n</tr>\n<tr>\n<td>\n<div></div>\nCare Instructions</td>\n<td>\n<div></div>\nDry Clean Only</td>\n</tr>\n<tr>\n<td>\n<div></div>\nPackage Dimensions</td>\n<td>\n<div></div>\n20 x 16 x 2 Inches</td>\n</tr>\n<tr>\n<td>\n<div></div>\nShipping Weight</td>\n<td>\n<div></div>\n3 Pound(s)</td>\n</tr>\n<tr>\n<td>Place of Design</td>\n<td>New York City, US</td>\n</tr>\n<tr>\n<td>Place of Manufacture</td>\n<td>\n<div></div>\nImported</td>\n</tr>\n</tbody>\n</table>\n<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Suit suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/94eff1ac75d76199b641ff9f46eceb85.webp, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/d0f42ac790a469b30.59d5ce105d65ca103-1.webp, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/1008e994ca7312276f0b87913ed1118c.jpg",,,,,,,,,0,,,Size,"36 Regular-30 waist, 38 Regular-32 Waist, 40 Regular-34 Waist, 42 Regular-36 Waist, 44 Regular-38 Waist, 46 Regular-40 Waist, 48 Regular-43 Waist, 30.59 Regular-45 Waist, 52 Regular-47 Waist, 54 Regular-49 Waist, 56 Regular-51 Waist, 58 Regular-54 Waist, 60 Regular-56 Waist, 62 Regular-58 Waist, 64 Regular-60 Waist, 66 Regular-62 Waist, 68 Regular-64 Waist, 70 Regular-66 Waist, 38 Long-32 Waist, 40 Long-34 Waist, 42 Long-36 Waist, 44 Long-38 Waist, 46 Long-40 Waist, 48 Long-43 Waist, 30.59 Long-45 Waist, 52 Long-47 Waist, 54 Long-49 Waist, 56 Long-51 Waist, 58 Long-54 Waist, 60 Long-56 Waist, 62 Long-58 Waist, 64 Long-60 Waist, 66 Long-62 Waist, 68 Long-64 Waist, 70 Long-66 Waist, 36 Short-30 Waist, 38 Short-32 Waist, 40 Short-34 Waist, 42 Short-36 Waist, 44 Short-38 Waist, 46 Short-40 Waist, 48 Short-43 Waist, 30.59 Short-45 Waist",1,0,,,,
2805,variation,ramses-collection-double-breasted-suit-2-piece-regular-fit-in-black-,Ramses Collection - Double Breasted Suit 2 Piece Regular Fit in Black,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37.34,,,,,,,ramses-collection-double-breasted-suit-2-piece-regular-fit-in-black,,,,,,1,,,Size,,,0,,,,
2806,variable,,Royale Collection - Regular Fit 2 Piece Tuxedo in Ivory,1,0,visible,,"<ul>\n 	<li>Regular Fit</li>\n 	<li>2 Piece includes Blazer and Pants</li>\n 	<li>2 Button</li>\n 	<li>Pleated Pants, Un-Hemmed Bottoms for Alteration Ease</li>\n 	<li><a href=""https://suitsoutlets.com/pages/search-results-page?q=so1t-2pp"">More Colors Available</a></li>\n</ul>\n<p class=""p1""></p>\n\n<table width=""100%"">\n<tbody>\n<tr>\n<td>Fabric</td>\n<td>\n<div></div>\nPoplin Dacron,?Wrinkle Resistant</td>\n</tr>\n<tr>\n<td>\n<div></div>\nCare Instructions</td>\n<td>\n<div></div>\n<div></div>\nNo Bleach, Dry Clean Only</td>\n</tr>\n<tr>\n<td>\n<div></div>\nPackage Dimensions</td>\n<td>\n<div></div>\n20 x 16 x 2 Inches</td>\n</tr>\n<tr>\n<td>\n<div></div>\nShipping Weight</td>\n<td>\n<div></div>\n3 Pound(s)</td>\n</tr>\n<tr>\n<td>Place of Design</td>\n<td>New York City, US</td>\n</tr>\n<tr>\n<td>Place of Manufacture</td>\n<td>\n<div></div>\nImported</td>\n</tr>\n</tbody>\n</table>\n<img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""730.59"" height=""1434"" />\n<p class=""p1""><img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" /></p>",,,taxable,,1,999,,0,0,,,,,0,,,,Suit suit,,,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/7b6d898ec34fba0eb1321cad78d01126.jpg,,,,,,,,,0,,,Size,"36 Regular-30 waist, 38 Regular-32 Waist, 40 Regular-34 Waist, 42 Regular-36 Waist, 44 Regular-38 Waist, 46 Regular-40 Waist, 48 Regular-43 Waist, 30.59 Regular-45 Waist, 52 Regular-47 Waist, 54 Regular-49 Waist, 56 Regular-51 Waist, 58 Regular-54 Waist, 60 Regular-56 Waist, 62 Regular-58 Waist, 64 Regular-60 Waist, 66 Regular-62 Waist, 68 Regular-64 Waist, 70 Regular-66 Waist, 38 Long-32 Waist, 40 Long-34 Waist, 42 Long-36 Waist, 44 Long-38 Waist, 46 Long-40 Waist, 48 Long-43 Waist, 30.59 Long-45 Waist, 52 Long-47 Waist, 54 Long-49 Waist, 56 Long-51 Waist, 58 Long-54 Waist, 60 Long-56 Waist, 62 Long-58 Waist, 64 Long-60 Waist, 66 Long-62 Waist, 68 Long-64 Waist, 70 Long-66 Waist, 36 Short-30 Waist, 38 Short-32 Waist, 40 Short-34 Waist, 42 Short-36 Waist, 44 Short-38 Waist, 46 Short-40 Waist, 48 Short-43 Waist, 30.59 Short-45 Waist",1,0,,,,
2809,variation,royale-collection-regular-fit-2-piece-tuxedo-in-ivory-,Royale Collection - Regular Fit 2 Piece Tuxedo in Ivory,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30.57,,,,,,,id:2806,,,,,,1,,,Size,,,0,,,,
2810,variable,,100% Wool Windowpane Slim Fit 2 Button 2 Piece Suit in Taupe,1,0,visible,,"<ul>\n 	<li>Slim Fit</li>\n 	<li>Windowpane</li>\n 	<li>2 Piece Includes Blazer and Pants</li>\n 	<li>2 Button</li>\n 	<li>Side Vents</li>\n 	<li>Flat Front Pants, Un-Hemmed Pants Bottoms for Alteration Ease</li>\n 	<li><a href=""https://suitsoutlets.com/pages/search-results-page?q=SO12WWP-1"">More Color Available?</a></li>\n</ul>\n&nbsp;\n<p class=""p1""><i>SIZE SUGGESTION</i></p>\n<p class=""p1""><i>The?<strong>S</strong><strong>lim Fit</strong>?suit?has a narrow cut without much excess fabric, leading to a tighter?fit?than?<strong>Regular?F</strong><strong>it</strong>?suit.? If you normally wear Regular Fit suits, we suggest you?choose one size (2 inches)?larger than your measured chest size. For example, if the chest size is 44"", you＊ll be ordering 46"" Chest - 40 Waist.</i></p>\n\n<table width=""100%"">\n<tbody>\n<tr>\n<td>Fabric</td>\n<td>\n<div></div>\n<div></div>\n100% Wool,?Wrinkle Resistant</td>\n</tr>\n<tr>\n<td>\n<div></div>\nCare Instructions</td>\n<td>\n<div></div>\nDry Clean Only</td>\n</tr>\n<tr>\n<td>\n<div></div>\nPackage Dimensions</td>\n<td>\n<div></div>\n20 x 16 x 2 Inches</td>\n</tr>\n<tr>\n<td>\n<div></div>\nShipping Weight</td>\n<td>\n<div></div>\n3 Pound(s)</td>\n</tr>\n<tr>\n<td>Place of Design</td>\n<td>New York City, US</td>\n</tr>\n<tr>\n<td>Place of Manufacture</td>\n<td>Imported</td>\n</tr>\n</tbody>\n</table>\n<p class=""p1""><img class=""alignnone wp-image-2557 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size1_1646124672629.webp"" alt="""" width=""730.59"" height=""1434"" /></p>\n<img class=""alignnone wp-image-2558 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/size2_1646124674848.webp"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Suit suit,,,https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/408a1275f2d662669874bea5426f5a58.jpg,,,,,,,,,0,,,Size,"36 Regular-30 waist, 38 Regular-32 Waist, 40 Regular-34 Waist, 42 Regular-36 Waist, 44 Regular-38 Waist, 46 Regular-40 Waist, 48 Regular-43 Waist, 30.59 Regular-45 Waist, 52 Regular-47 Waist, 54 Regular-49 Waist, 56 Regular-51 Waist, 58 Regular-54 Waist, 60 Regular-56 Waist, 62 Regular-58 Waist, 64 Regular-60 Waist, 66 Regular-62 Waist, 68 Regular-64 Waist, 70 Regular-66 Waist, 38 Long-32 Waist, 40 Long-34 Waist, 42 Long-36 Waist, 44 Long-38 Waist, 46 Long-40 Waist, 48 Long-43 Waist, 30.59 Long-45 Waist, 52 Long-47 Waist, 54 Long-49 Waist, 56 Long-51 Waist, 58 Long-54 Waist, 60 Long-56 Waist, 62 Long-58 Waist, 64 Long-60 Waist, 66 Long-62 Waist, 68 Long-64 Waist, 70 Long-66 Waist, 36 Short-30 Waist, 38 Short-32 Waist, 40 Short-34 Waist, 42 Short-36 Waist, 44 Short-38 Waist, 46 Short-40 Waist, 48 Short-43 Waist, 30.59 Short-45 Waist",1,0,,,,
2813,variation,100-wool-windowpane-slim-fit-2-button-2-piece-suit-in-taupe-,100% Wool Windowpane Slim Fit 2 Button 2 Piece Suit in Taupe,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39.48,,,,,,,id:2810,,,,,,1,,,Size,,,0,,,,
